企业名称,经营状态,法定代表人,注册资本,成立日期,所属省份,所属城市,电话,更多电话,邮箱,统一社会信用代码,纳税人识别号,注册号,组织机构代码,参保人數,企业类型,所属行业,网址,企业地址,经营范围
创兴编诚（深圳）教育咨询有限公司,存续,王刚,50万元人民币,2019/8/29,广东,深圳市,,,,91440300MA5FRM5E3L,91440300MA5FRM5E3L,4.40E+14,MA5FRM5E-3,0,有限责任公司(自然人独资),商务服务业,,深圳市龙岗区坂田街道马安堂社区布龙路595号德润荣君府2B栋1S15,"一般经营项目是:乐器、舞蹈、书法、美术、少儿编程的培训;教育信息咨询。,限制的项目须取得许可后方可经营),许可经营项目是:"
深圳市良师益友智能科技投资中心,存续,,58万元人民币,2019/11/7,广东,深圳市,,,,91440300MA5FX57242,91440300MA5FX57242,4.40E+14,MA5FX572-4,0,有限合伙,商务服务业,,深圳市龙岗区南湾街道南岭村社区布澜路5号尚峰花园1栋A座111,"创业投资,投资咨询;企业管理咨询;托育,机器人编程和人工智能教材和课程开发,幼少儿课外实践研学活动策划、组织;幼少儿素质启蒙研究与开发;教育产业投资"
东莞市安特思库教育咨询有限公司,在业,余晓岚,10万元人民币,2019/9/19,广东,东莞市,,,,91441900MA53R4U32L,91441900MA53R4U32L,,MA53R4U3-2,0,有限责任公司(自然人投资或控股),商务服务业,,广东省东莞市东城街道东城东路229号之三196室,"教育咨询服务;艺术培训(国家学校教育制度以外的艺术培训活动);婴幼儿早期智力开发;有关婴幼儿教育方面的咨询;少儿编程教育课程的技术研发;语言能力培训(国家学校教育制度以外的语言能力培训,且)。"
南京小码王科技培训有限公司,存续,李桂元,100万元人民币,2017/1/5,江苏,南京市,025-86901696,,hesl@njrst.com.cn,91320104MA1N98NFXN,91320104MA1N98NFXN,3.20E+14,MA1N98NF-X,42,有限责任公司(自然人投资或控股),软件和信息技术服务业,www.xiaomawang.net,南京市秦淮区中山南路49号29-D1室,科技培训;计算机培训;少儿编程培训;计算机软硬件技术研发、技术服务、技术转让、技术咨询、销售;计算机系统集成;网络工程设计、施工;面向中小学生开展的艺术培训、体育培训。)
惠州市家有雄孩科技服务有限公司,在业,黄秋云,50万元人民币,2018/6/13,广东,惠州市,13422922833,,,91441322MA51UECK95,91441322MA51UECK95,,MA51UECK-9,0,有限责任公司(自然人投资或控股),科技推广和应用服务业,,博罗县罗阳街道商业东街222号荣鸿大厦17层03房(仅限办公),少儿编程技术与运用;机器人技术学习与运用;创业技术与策划;文化艺术交流与策划;网络工程、网站建设技术、软件技术开发与销售;销售教仪教具、办公用品。
惠州市优创未来教育投资服务有限公司,在业,林永婵,20万元人民币,2018/1/17,广东,惠州市,13790368645,,,91441322MA5195LA5G,91441322MA5195LA5G,4.41E+14,MA5195LA-5,0,有限责任公司(自然人投资或控股),广播、电视、电影和录音制作业,,博罗县石湾镇湾湖东路125号房屋二楼,教育项目投资咨询;少儿编程技术与运用;机器人技术学习与运用;创意技术与策划;文化艺术交流与策划;午托服务;网络工程、网站建设技术、软件技术开发与销售;销售教仪教育、办公用品。
宿州乐教儿儿童教育科技有限公司,存续,李莹,100万元人民币,2019/8/30,安徽,宿州市,,,,91341302MA2U2K054G,91341302MA2U2K054G,,MA2U2K05-4,0,有限责任公司(自然人独资),零售业,,安徽省宿州市埇桥区磬云路磬云大市场S#3号,少儿教育软件开发及咨询;少儿科学教育启蒙;机器人编程、推广及咨询;教育咨询服务;互联网信息服务;儿童室内游戏娱乐服务;玩具拼搭、电子产品、电脑软件及辅助产品批发与零售;教育设备产品、文化用品、玩具、儿童生活用品销售。
咸阳乐博创客教育科技有限公司,在业,程雪,100万元人民币,2018/4/4,陕西,咸阳市,029-38128700,,,91610402MA6XT95TX0,91610402MA6XT95TX0,,MA6XT95T-X,0,有限责任公司(自然人投资或控股),教育,,陕西省咸阳市秦都区人民路街道办事处乐育北路社区新华大厦4层,创客空间技术服务;科技教育产品、教学机器人设备和器材、实验室设备的研发及销售;少儿创造力开发、乐高搭建及编程;科学文化交流活动组织策划。
深圳梅沙科技有限公司,存续,兰军,1000万元人民币,2016/5/5,广东,深圳市,0755-28447786,,hr-1@meishakeji.com,91440300MA5DC2LM2T,91440300MA5DC2LM2T,4.40E+14,MA5DC2LM-2,68,有限责任公司（自然人投资或控股的法人独资）,,https://www.meishakeji.com,深圳市前海深港合作区前湾一路1号A栋201室(入驻深圳市前海商务秘书有限公司),互联网应用技术的研发;应用软件、办公软件、系统集成软件的研发及销售;电子产品的研发及销售;网络技术服务。)^互联网信息服务业务。
安徽东方启迪教育科技有限公司,存续,储佳涛,500万元人民币,2018/10/22,安徽,合肥市,18356003928,,975362421@qq.com,91340100MA2T63YL6M,91340100MA2T63YL6M,,MA2T63YL-6,0,有限责任公司(自然人独资),科技推广和应用服务业,,安徽省合肥市高新区习友路与玉兰大道交口玉兰公馆25栋1204,教育软件、教育产品的研发、销售及技术服务;教育信息咨询;教育文化活动组织及策划;少儿机器人和少儿编程信息咨询;拓展训练;音乐器材、文具用品、工艺品、儿童玩具、日用品、电子出版物、图书、服装、影像制品销售。
宁波东钱湖旅游度假区彩趣艺术培训有限公司,存续,刘芳芳,30万元人民币,2019/1/2,浙江,宁波市,,,,91330201MA2CLG915D,91330201MA2CLG915D,3.30E+14,MA2CLG91-5,0,有限责任公司(自然人独资),教育,,浙江省宁波东钱湖旅游度假区大明路18号4幢1-4、2-2,"美术培训,书法培训,陶艺培训,棋类培训,少儿编程培训,室内游乐服务,文体用品的零售,场地租赁,文艺创作,组织文化艺术交流活动。"
扬中市米鹿少儿培训中心,存续,曹婕,,2019/10/29,江苏,镇江市,,,,92321182MA20ANJL0X,92321182MA20ANJL0X,,MA20ANJL-0,0,个体工商户,教育,,扬中市西来桥镇幸福北路51号,声乐、舞蹈、美术、书法、体育、乐器、少儿编程、语言类、形体、陶艺制作培训;绘本阅读服务;少儿心理辅导;儿童临时看护服务。
乐清市乐炫儿童机器人培训有限公司,存续,姚东,10万元人民币,2016/4/27,浙江,温州市,18968867889,,,91330382MA285KFK95,91330382MA285KFK95,3.30E+14,MA285KFK-9,0,有限责任公司(自然人投资或控股),商务服务业,,浙江省乐清市城东街道旭阳路50-52号(另设分支机构经营场所:乐清市城南街道伯乐东路5号石马大厦二楼),乐高机器人编程培训;亲子、少儿活动策划;文化艺术交流活动组织策划;玩具、机器人教具销售;模型设计、制作。
南京小码王科技培训有限公司龙江分公司,存续,经圣利,,2018/12/7,江苏,南京市,025-86901696,,hesl@njrst.com.cn,91320106MA1XKPFNXY,91320106MA1XKPFNXY,,MA1XKPFN-X,0,有限责任公司分公司,教育,,南京市鼓楼区江东北路313号二楼,科技培训;计算机培训;少儿编程培训;计算机软硬件技术研发、技术服务、技术转让、技术咨询、销售;计算机系统集成;网络工程设计、施工;面向中小学生开展的艺术培训、体育培训。
六安优乐机器人科技发展有限公司,存续,黄利,100万元人民币,2018/8/16,安徽,六安市,0564-3219373,,349910477@qq.com,91341500MA2T092K8R,91341500MA2T092K8R,,MA2T092K-8,0,有限责任公司(自然人投资或控股),批发业,,"安徽省六安市金安区万达郢爱金街4-1138,4-1137","少儿机器人编程软件开发及销售,积木游戏服务,室内娱乐游戏,积木教程咨询服务,儿童娱乐活动策划,亲子活动策划,团队活动策划,文化艺术交流活动策划,电子领域内的技术开发及信息咨询,玩具租赁及销售。"
丽水市澳洋美术培训有限公司,存续,王琳艳,10万元人民币,2019/6/24,浙江,丽水市,,,,91331102MA2E1PEJ19,91331102MA2E1PEJ19,,MA2E1PEJ-1,0,有限责任公司(自然人投资或控股),教育,,浙江省丽水市莲都区紫金路636号,"开展美术、书法、舞蹈、乐器、棋类、少儿编程培训),教育文化产品研发,教育软件开发,教育信息咨询服务,文化艺术交流活动、赛事活动、户外拓展活动组织、策划,广告制作、代理、发布;电子产品,工艺品批发、零售。"
西安莲湖爱以英语教育培训中心有限公司大寨路分公司,在业,佟凌燕,,2019/1/4,陕西,西安市,,,,91610104MA6WC08M3Q,91610104MA6WC08M3Q,,MA6WC08M-3,0,有限责任公司分公司(法人独资),零售业,,陕西省西安市莲湖区大寨路4号晶鑫华庭二层202,少儿英语、脑力开发、思维拓展、少儿编程培训;文化艺术交流活动的组织、策划;计算机网络技术的技术咨询;计算机硬件的技术研发、技术咨询、技术服务、技术转让。
安徽同源同码信息科技有限公司,存续,谈宗学,500万元人民币,2019/4/19,安徽,合肥市,,,,91340103MA2TMKND4X,91340103MA2TMKND4X,,MA2TMKND-4,0,有限责任公司(自然人独资),软件和信息技术服务业,,安徽省合肥市庐阳区益民街道金寨路329号国轩凯旋大厦2117室,信息科技领域的技术开发、技术转让、技术咨询、技术推广、技术服务;基础软件、应用软件服务软件开发及咨询;教育软件的研发与销售;教育产品的研发、推广与销售;少儿机器人和少儿编程信息咨询;文化活动组织策划与交流;教育信息咨询;计算机软硬件及辅助设备零售。
重庆昂文艺术培训有限公司,存续,钟徐毛,50万元人民币,2019/9/20,重庆,,,,,91500227MA60JGD836,91500227MA60JGD836,,MA60JGD8-3,0,有限责任公司(自然人独资),教育,,重庆市璧山区璧城街道向阳街212、214、216、218、220号第3层,"美术培训、书法培训、口语表达培训、阅读理解能力培训、逻辑思维训练、珠心算培训、机器人培训、少儿编程培训、舞蹈培训。(依法须经审批的经营项目,经相关部门批准后方可开展经营活动)"
上海触艺信息技术有限公司,存续,薛平蛟,1000万元人民币,2014/6/11,上海,,021-80392111,021-61116620；18621596606；,terry@futurecommunity.cn,9.13E+17,9.13E+17,3.10E+14,30171511-4,2,有限责任公司(自然人投资或控股),研究和试验发展,http://www.futurecommunity.cn,上海市奉贤区新四平公路468弄19幢2层36室,"从事信息技术、计算机科技领域内的技术开发、技术咨询、技术服务、技术转让,计算机信息系统集成,计算机服务,计算机软件开发,动漫设计,设计、制作各类广告,利用自有媒体发布广告,自有设备租赁,计算机、软件及辅助设备的批发、零售。"
滁州塔克智能科技有限公司,存续,洪宗原,5万元人民币,2019/6/14,安徽,滁州市,,,,91341122MA2TTK9G87,91341122MA2TTK9G87,,MA2TTK9G-8,0,有限责任公司(自然人投资或控股),批发业,,安徽省滁州市来安县新安镇苏润国际购物广场4幢221、222号商铺,机器人研发与销售;软件开发;积木搭建培训;少儿编程、编程课程体系开发推广;人工智能技术开发;智能家居系统开发;变电站智能硬件技术开发与应用;企业形象策划;展览展示、会议服务;设计、制作、代理、发布国内各类广告。
海宁市子言培训学校有限公司,存续,俞鸿鑫,50万元人民币,2017/12/28,浙江,嘉兴市,13758374070,,,91330481MA2B92RN57,91330481MA2B92RN57,3.30E+14,MA2B92RN-5,0,有限责任公司(自然人投资或控股),广播、电视、电影和录音制作业,,浙江省嘉兴市海宁市海昌南路503-3号、503-4号、503-5、503-6号,文化类非学历教育(凭有效民办学校办学许可证经营);少儿编程、书法、美术、演讲培训;会议及展览展示服务;文具用品、日用品、预包装食品批发。
育英博（深圳）商务咨询有限公司,存续,唐艳秋,1000万元人民币,2019/3/5,广东,深圳市,,,,91440300MA5FH50J1L,91440300MA5FH50J1L,4.40E+14,MA5FH50J-1,0,有限责任公司,商务服务业,,深圳市南山区粤海街道滨海社区海天二路25号深圳湾创业投资大厦29层01,企业管理咨询;商业信息咨询;经济信息咨询;婴幼儿早期教育培训;婴幼儿早期智力开发;教育咨询;教育培训;英语语言培训;美术培训;书法培训;舞蹈培训;钢琴培训;跆拳道培训;器乐培训;声乐培训;高尔夫培训;少儿编程课程;动漫设计;玩具设计;儿童乐园的设计;儿童摄影服务。
商都县智慧侠儿童智能体验馆,存续,宋晓霞,,2019/3/19,内蒙古,乌兰察布市,,,,92150923MA0Q66D7XA,92150923MA0Q66D7XA,,MA0Q66D7-X,0,个体工商户,批发业,,内蒙古自治区乌兰察布市商都县七台镇新民东路(四中北门斜对面),少儿编程教育、STEAM科学实验
南京愉研社教育科技有限公司,存续,张挺,50万元人民币,2017/6/19,江苏,南京市,15380834976,15951745510；,3004520113@qq.com,91320113MA1P7TJH9A,91320113MA1P7TJH9A,3.20E+14,MA1P7TJH-9,0,有限责任公司(自然人投资或控股),研究和试验发展,www.kuailexue365.com,南京市栖霞区仙林街道风华路1号曼度广场3层302室,教育软硬件的技术研发、技术服务、销售;组织文化艺术交流活动;文化用品、办公用品销售;家政服务;商务信息咨询;面向成年人或儿童开展的艺术培训、科技培训、体育培训;组织照看放学的少年儿童;少儿编程培训。
衡阳仰思科技有限公司,存续,陈石平,50万元人民币,2019/5/20,湖南,衡阳市,,,,91430408MA4QGN1Q7U,91430408MA4QGN1Q7U,,MA4QGN1Q-7,0,有限责任公司(自然人投资或控股),零售业,,湖南省衡阳市蒸湘区衡祁路3号B栋2楼一卡之十三,信息技术咨询服务;信息系统集成服务;软件技术转让;少儿编程教育;各类教育的教学检测和评价活动;互联网信息技术咨询;智能化技术服务;电子产品、智能化技术、物联网技术的研发;网络集成系统建设、维护、运营、租赁。
咸阳极客乐博创客教育科技有限公司,在业,苏小龙,200万元人民币,2018/9/4,陕西,咸阳市,18691061911,,242387071@qq.com,91610402MA6XU0LQ8Q,91610402MA6XU0LQ8Q,,MA6XU0LQ-8,0,有限责任公司(自然人投资或控股),教育,,陕西省咸阳市秦都区陈杨寨街道办事处李斯路社区世纪大道中段55号启迪国际城创客大厦一层003号,创客空间技术服务;科技教育产品、教学机器人设备和器材、实验室设备的研发及销售;少儿创造力开发、乐高搭建及编程;科学文化交流活动组织策划。
宁波美瑞艺术培训有限公司,存续,崔学梅,100万元人民币,2018/1/15,浙江,宁波市,,,,91330206MA2AGUE16G,91330206MA2AGUE16G,3.30E+14,MA2AGUE1-6,1,有限责任公司(自然人独资),,,浙江省宁波市北仑区新碶街道奥力孚商城1幢220、221室,美术培训;民族舞培训;拉丁舞培训;书法培训;器乐培训;声乐培训;棋类培训;表演培训;体育培训;跆拳道培训;武术培训;少儿科技培训;乐高机器人及编程培训;广告设计;艺术创作;园林设计;商务信息咨询服务;乐器、艺术品、花木的批发、零售。
青岛亿代码科技有限公司,在业,杨学岗,100万元人民币,2017/11/15,山东,青岛市,18562631538,15101019808；,12061300@qq.com,91370285MA3EU99Y9W,91370285MA3EU99Y9W,3.70E+14,MA3EU99Y-9,0,有限责任公司(自然人投资或控股),科技推广和应用服务业,www.edaima.cn,山东省青岛市莱西市北京东路书香门第29号楼2单元501,"计算机技术开发、技术转让、技术咨询、技术服务,软件销售、技术开发、技术咨询、技术服务,广告设计、制作、代理、发布,教育信息咨询(,中介服务除外),网站建设。计算机技术培训、少儿编程培训(以上项目依据人社局颁发的许可证进行经营活动)"
龙川县老隆镇兜爱文化培训中心（新城分店）,在业,刘燕,,2019/9/10,广东,河源市,,,,92441622MA53Q3PN68,92441622MA53Q3PN68,,MA53Q3PN-6,0,个体工商户,教育,,龙川县老隆镇新城一号泰华城B区11栋二楼202号,乐高少儿编程课程。
杭州安瑞儿教育科技有限责任公司,存续,吴铎,10万元人民币,2019/6/25,浙江,杭州市,,,,91330105MA2GNAAM1E,91330105MA2GNAAM1E,,MA2GNAAM-1,0,有限责任公司(自然人独资),教育,,浙江省杭州市拱墅区祥符路327号,"教育软件的技术开发、技术服务、技术咨询、成果转让;教学设备、文化用品、体育用品、办公用品的销售;图书报刊、电子出版物的零售;文化艺术交流活动策划,组织;教育信息咨询;书法培训;绘画培训;阅读培训);少儿编程培训;机器人培训。"
达拉特旗蓝莓果教育培训有限公司,存续,赵利刚,30万元人民币,2019/9/3,内蒙古,鄂尔多斯市,,,,91150621MA13NBUB8K,91150621MA13NBUB8K,,MA13NBUB-8,0,有限责任公司(自然人独资)(1151),教育,,内蒙古自治区鄂尔多斯市达拉特旗树林召镇锦花园小区4号楼底商第二间二楼,美工描红;国学文化;创意编程;思维城堡;魔法王国;语言沟通;音乐律动;体能训练;少儿英语;专注力训练。(民办学校办学许可证有效期至2021年8月27日)。
宿迁玛酷少儿托管服务有限公司,存续,周彤,50万元人民币,2019/3/5,江苏,宿迁市,,,,91321322MA1Y0F5108,91321322MA1Y0F5108,,MA1Y0F51-0,0,有限责任公司(自然人独资),居民服务业,,宿迁市沭阳县乐之地G-130#,受托为中小学生及幼儿提供接送、住宿、看护、餐饮服务;幼儿托管服务。机器人研发及机器人科技信息咨询;艺术培训、编程培训、科学实验。
济南美氪空间培训学校有限公司,在业,于霞,26万元人民币,2018/2/5,山东,济南市,18678879777,,56859212@qq.com.cn,91370100MA3MNRX877,91370100MA3MNRX877,3.70E+14,MA3MNRX8-7,1,有限责任公司(自然人投资或控股的法人独资),,,山东省济南市高新区新泺大街1299号鑫盛大厦2号楼903室,无人机飞行及编程培训、机器人搭建及编程培训、3D打印创意课程培训、少儿编程培训、创意智造培训(有效期至2023年1月5日);教育信息咨询;展览展示服务;企业营销策划;企业形象策划;组织文化艺术交流活动。
宁波市明扬文化传媒有限责任公司,存续,刘明道,100万元人民币,2019/6/21,浙江,宁波市,,,,91330211MA2GRE2N11,91330211MA2GRE2N11,,MA2GRE2N-1,0,有限责任公司(自然人投资或控股),商务服务业,,浙江省宁波市镇海区骆驼街道三五路1066弄1号韵恒大厦2楼2—1室,"图书、报纸、期刊、音像制品、电子出版物出租;计算机软件服务;文艺创作;表演服务;书法艺术培训及创作交流;主持人与表演培训,少儿模特造型与个体形象设计,少儿计算机编程培训与乐高机器人培训;少儿舞蹈培训,少儿摄影培训。艺术咨询,组织策划各类文艺汇演。"
安庆景博教育信息科技有限公司,存续,陈玲红,50万元人民币,2019/8/8,安徽,安庆市,,,,91340800MA2U0EDK2F,91340800MA2U0EDK2F,,MA2U0EDK-2,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,,安徽省安庆市大观区双岗路华茂1958C区4栋2层220号,教育软件的技术研发、技术推广服务;教育信息咨询服务;商务信息咨询服务;少儿编程咨询服务;计算机软硬件技术开发、技术转让、技术咨询服务;文化艺术交流活动策划;展览展示服务;企业管理咨询服务;市场营销策划服务;计算机软硬件及辅助设备、玩具、办公用品、文体用品销售。
运城市盐湖区星胜教育咨询有限公司,存续,赵志鹏,50万元人民币,2019/6/28,山西,运城市,,,,91140802MA0KL49E2L,91140802MA0KL49E2L,,MA0KL49E-2,0,有限责任公司(自然人投资或控股),商务服务业,,山西省运城市盐湖区河东东街308号唐都商务大楼三楼西半层,"教育咨询服务;智能机器人研发及销售;智能机器人组装及编程的技术咨询、技术服务;软件和信息技术服务;儿童室内游戏娱乐服务;少儿文化体育服务;批发、零售:文化用品),电子产品。****"
瑞昌市智趣益智培训中心有限公司金铭福邸分公司,存续,田晖,,2019/5/8,江西,九江市,,,,91360481MA38KKFA0M,91360481MA38KKFA0M,,MA38KKFA-0,0,有限责任公司分公司(自然人独资),批发业,,江西省九江市瑞昌市金铭福邸18栋49-50号商铺,"乐高、少儿机器人、少儿编程、创客、逻辑狗、益智玩教具培训(民办学校办学许可证有效期限至2020年4月21日止),益智玩教具销售**"
深圳邦大教育文化有限公司,存续,卜文标,100万元人民币,2019/4/17,广东,深圳市,,,,91440300MA5FKBY3X1,91440300MA5FKBY3X1,4.40E+14,MA5FKBY3-X,0,有限责任公司,教育,,深圳市南山区粤海街道铜鼓社区沙河西路2015号红树别院1栋105,"一般经营项目是:舞蹈、声乐、器乐、美术、书法的培训;文化活动策划;跆拳道培训;文化活动策划;武术文化咨询;信息咨询;体育活动策划;舞台形象设计;校园阅读系统的研发销售;文化活动策划;教育信息咨询;乐器的培训;少儿舞台表演艺术培训;少儿演讲口才的培训;少儿科创项目培训;青少年人工智能编程培训;教育培训;乐器的销售;学生文具、办公用品、文化用品、益智产品的研发销售。,许可经营项目是:"
淄博希子晗教育培训学校有限公司,在业,韩亮,110万元人民币,2018/10/12,山东,淄博市,17561912277,,2683573561@qq.com,91370303MA3NCC4U2A,91370303MA3NCC4U2A,,MA3NCC4U-2,0,有限责任公司(自然人投资或控股),商务服务业,,山东省淄博市高新区鲁泰大道9号银泰城三楼东区F3215,科学实验、少儿编程培训(有效期限以许可证为准);教育信息咨询;心理咨询服务;教具、软件、教育产品的开发及销售;图书批发、零售;展览展示服务;会议服务。**
杭州创阳教育科技有限公司,存续,许卫玲,100万元人民币,2018/11/15,浙江,杭州市,,,,91330104MA2CFH7472,91330104MA2CFH7472,,MA2CFH74-7,0,有限责任公司(自然人独资),,,浙江省杭州市江干区九堡街道仁爱路182、184号,"服务:教学仪器研发、技术服务,画画培训,书法培训,少儿编程培训,口才培训,思维培训,组织文化艺术交流活动,会务服务,展览展示服务,图书租赁;零售:图书报刊(凭有效许可证经营),文体用品,玩具,电子产品,办公设备。"
重庆寻艺文化创意有限公司,存续,周昱彤,92万元人民币,2019/10/24,重庆,,,,,91500104MA60KUXP38,91500104MA60KUXP38,,MA60KUXP-3,0,有限责任公司,商务服务业,,重庆市大渡口区春晖路街道松青路1011号裙楼1-52号,文化创意策划;美术培训;文艺创作;承办经批准的文化艺术交流活动;电脑图文设计);电脑动画设计);少儿编程培训;展览展示服务;摄像服务;影视策划;礼仪服务;销售:儿童服饰、文化用品、体育用品、工艺美术品)、字画。**
贵阳市南明区羽朗教育培训中心有限公司,存续,千东昌,100万元人民币,2019/11/15,贵州,贵阳市,,,,91520102MA6J4FK3XA,91520102MA6J4FK3XA,,MA6J4FK3-X,0,有限责任公司(自然人独资),教育,,贵州省贵阳市南明区文昌南路40号文昌第居3楼2号[水口寺社区],"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(英语口语少儿编程(持证经营))"
兴宁市贝乐艺术培训江湾御景店,在业,陈晓苑,,2018/10/11,广东,梅州市,13549164261,,,92441481MA52C51899,92441481MA52C51899,,MA52C518-9,0,个体工商户,教育,,兴宁市福兴街道办事处旺兴水闸管理所二楼,舞蹈、绘画、音乐、跆拳道培训服务;少儿编程培训。
博惠教育科技（上海）有限公司,存续,陈贤文,108万元人民币,2019/4/17,上海,,,,,91310114MA1GW8WY1G,91310114MA1GW8WY1G,,MA1GW8WY-1,0,有限责任公司(自然人投资或控股),教育,,上海市嘉定区科福路358_368号4幢1层E区JT5284室,"从事教育科技、网络技术、软件技术、智能技术、计算机技术、信息技术领域内的技术开发、技术转让、技术咨询、技术服务,网络科技,智能化管理系统技术开发应用,自主基础软件服务,云平台服务,创意服务,文化艺术交流策划,电子商务,计算机、软件及辅助设备、办公用品、文具用品、电子产品的销售,从事货物及技术进出口业务,电信业务。"
温州泺喜艺术培训有限公司,存续,吴彩莲,10万元人民币,2019/2/20,浙江,温州市,,,,91330329MA2AR0CH2B,91330329MA2AR0CH2B,3.30E+14,MA2AR0CH-2,0,有限责任公司(自然人独资),,,浙江省温州市泰顺县罗阳镇城北路347-351号3楼,少儿机器人制作及编程培训;少儿音乐、舞蹈、绘画、陶艺、泥塑、摄影、手动制作、科学探究培训;与教育有关的仪器设备研发、销售;与教育有关的技术研究、开发、推广;计算机软件及辅助设备、电子产品、文具用品、仪器仪表、玩具销售;教育信息咨询;会议及展览服务;组织文化艺术交流活动
松原市鑫睿教育咨询有限公司,存续,张海晶,20万元人民币,2019/2/28,吉林,松原市,,,,91220700MA171CLK0C,91220700MA171CLK0C,,MA171CLK-0,0,有限责任公司(自然人独资),零售业,,吉林省松原市宁江区金辉街334号,文化、教育类杂志零售;教育信息咨询、教育教学研究与咨询、教育教学方法的研究与推广、文化艺术交流活动组织、赛事活动的策划组织与推广、教育机器人咨询、少儿编程咨询、文化艺术咨询服务);机器人及电子产品的技术开发、教育技术开发、教育软件、网络技术的研究、开发;技术咨询、技术服务、企业管理咨询服务、商务服务、企业形象策划、办公用品销售、文化用品销售、玩具销售;室内娱乐活动。。
毕节方程仕科技教育有限公司,存续,王垚,100万元人民币,2019/11/15,贵州,毕节市,,,,91520500MA6J4F091M,91520500MA6J4F091M,,MA6J4F09-1,0,有限责任公司(自然人投资或控股),商务服务业,,贵州省毕节市七星关区碧阳街道办事处碧阳国际城碧阳?童世界三层1-3-8,"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(科技类兴趣少儿编程,儿童课外兴趣类知识培训,非教育课本类兴趣知识培训,机器人少儿编程科技类兴趣咨询及服务、文化交流、文化传播、文艺创作及模型设计、少儿编程信息咨询、少儿编程信息管理、编程管理咨询、承办展览展示活动、组织文化艺术交流活动、销售模型文化用品)"
杭州钟书堂教育科技有限公司,存续,钟霄琦,100万元人民币,2018/12/27,浙江,杭州市,13958081685,,,91330105MA2CGEE063,91330105MA2CGEE063,,MA2CGEE0-6,0,有限责任公司(自然人独资),教育,,浙江省杭州市拱墅区新青年广场2幢616室,教育技术、教育软件的技术开发、技术服务、技术咨询、成果转让;文教用品、科教设备器材、图书、文体用品的销售;成年人的非证书劳动职业技能培训);教育信息咨询;文化艺术交流活动策划、组织;书法培训;国画培训;阅读培训);少儿编程培训;机器人培训;成年人国学培训。
崇义县奇巧少儿机器人体验馆,在业,肖剑勇,10万元人民币,2019/1/15,江西,赣州市,,,,92360725MA38BX6AX0,92360725MA38BX6AX0,3.61E+14,MA38BX6A-X,0,个体工商户,研究和试验发展,,赣州市崇义县横水镇阳岭大道918号(东大街99号),儿童玩具、学习用品、文化用品、体育用品零售;少儿玩具机器人组装租赁、编程及操作指导、组织策划、文化交流活动服务。
正阳县左达口才表演工作室,存续,沈红梅,,2019/9/19,河南,驻马店市,,,,92411724MA47DXPL2A,92411724MA47DXPL2A,,MA47DXPL-2,0,个体工商户,文化艺术业,,河南省驻马店市正阳县东护城河路北300米路东,口才演讲、绘画、书法、乐器、舞蹈、少儿编程、文艺创作与表演
泉州市征途信息科技有限公司,存续,曾石雯,100万元人民币,2016/3/18,福建,泉州市,18650907533,,,91350503MA346M0W0L,91350503MA346M0W0L,3.51E+14,MA346M0W-0,4,有限责任公司(自然人独资),软件和信息技术服务业,www.zentimeit.cn,泉州市丰泽区泉秀街道泉秀路尊邸大厦604室,"信息技术研发、技术服务、技术咨询,教育咨询;软件开发;计算机软、硬件销售;网络工程设计施工。"
重庆循优教育科技有限公司,存续,刘燕,50万元人民币,2018/3/13,重庆,,023-62502199,,752847582@qq.com,91500108MA5YT1TF5G,91500108MA5YT1TF5G,,MA5YT1TF-5,0,有限责任公司,教育,,重庆市南岸区水云路18号3-80,教育科技、软件的技术研发、技术咨询、技术服务、技术转让;教育项目与教育科研文献研究与开发;文化活动策划;承办经批准的文化艺术交流活动;企业管理咨询;企业形象设计;旅游信息咨询服务;销售教育文化用品、文具;翻译服务;体育赛事活动策划、户外活动策划;声乐培训、舞蹈培训、美术培训、书法培训、少儿编程培训(以上范围均)。
湖州土木狗网络有限公司,存续,张斌,100万元人民币,2016/5/3,浙江,湖州市,,,,91330503MA28C8DG9A,91330503MA28C8DG9A,3.31E+14,MA28C8DG-9,0,有限责任公司(自然人投资或控股),软件和信息技术服务业,www.tumuhou.com,浙江省湖州市南浔区南浔镇南阳路199号,计算机软件研发、销售;广告设计、制作;建筑工程与室内装潢工程设计;教育信息咨询服务;家政服务。
南京小码王科技培训有限公司仙林分公司,存续,李桂元,,2018/11/29,江苏,南京市,025-86901696,,hesl@njrst.com.cn,91320113MA1XJC5C5E,91320113MA1XJC5C5E,,MA1XJC5C-5,0,有限责任公司分公司,教育,,南京市栖霞区仙林街道仙林大学城文苑路以南文苑广场之1-203、204、205、206,科技培训;计算机培训;少儿编程培训;计算机软硬件研发、技术服务、技术转让、技术咨询、销售;计算机系统集成;网络工程设计、施工;面向中小学生开展的艺术培训、体育培训。
